field,printed_total_m,printed_total_w,printed_total_ttest,online_total_m,online_total_w,online_total_ttest,twitter_total_m,twitter_total_w,twitter_total_ttest
overall,113.64,76.26,***,105.52,92.83,.,518.01,413.14,*
