profile_id,hits_identified
PRS1289444,180
PRS1289488,388
PRS1289525,1
PRS1289526,0
PRS1289530,50
PRS1289532,19
PRS1289549,20
PRS1289552,264
PRS1289555,1
PRS1289576,49
PRS1289644,20
PRS1289645,12
PRS1289647,61
PRS1289687,10
PRS1289739,2045
PRS1289740,8
PRS1289742,115
PRS1289794,3
PRS1289799,22
PRS1289802,24
PRS1289813,14
PRS1289820,29
PRS1289869,1
PRS1289887,26
PRS1289894,39
PRS1289896,37
PRS1289899,78
PRS1289925,85
PRS1289933,243
PRS1290023,14
PRS1290032,54
PRS1290052,91
PRS1290088,1337
PRS1290093,44
PRS1290117,276
PRS1290119,1186
PRS1290157,8
PRS1290167,10
PRS1290168,11
PRS1290223,6774
PRS1290225,24
PRS1290252,80
PRS1290258,9
PRS1290264,12
PRS1290318,1146
PRS1290320,42
PRS1290321,1
PRS1290355,19
PRS1290362,26
PRS1290390,165
PRS1290408,82
PRS1290436,125
PRS1290459,16
PRS1290478,1002
PRS1290497,3
PRS1290498,51
PRS1290508,21
PRS1290509,22
PRS1290520,112
PRS1290545,73
PRS1290581,117
PRS1290624,22
PRS1290629,10
PRS1290632,96
PRS1290633,13
PRS1290653,19
PRS1290659,181
PRS1290661,326
PRS1290672,44
PRS1290680,47
PRS1290697,53
PRS1290720,54
PRS1290750,109
PRS1290762,39
PRS1290763,101
PRS1290788,88
PRS1290791,16
PRS1290795,578
PRS1290797,61
PRS1290802,57
PRS1290814,403
PRS1290824,3
PRS1290840,31
PRS1290846,980
PRS1290848,7
PRS1290852,304
PRS1290859,20
PRS1290883,466
PRS1290903,83
PRS1290912,5797
PRS1290930,24
PRS1290952,148
PRS1290978,27
PRS1291050,24
PRS1291051,13
PRS1291054,66
PRS1291097,287
PRS1291196,94
PRS1291202,3
PRS1291207,15
PRS1291223,182
PRS1291244,4
PRS1291249,82
PRS1291274,27
PRS1291275,51
PRS1291282,7408
PRS1291283,67
PRS1291320,203
PRS1291332,809
PRS1291374,15
PRS1291396,32
PRS1291398,775
PRS1291410,69
PRS1291424,458
PRS1291440,8
PRS1291444,121
PRS1291496,52
PRS1291503,13
PRS1291504,52
PRS1291512,3
PRS1291519,28
PRS1291537,21
PRS1291549,60
PRS1291555,240
PRS1291566,24
PRS1291568,47
PRS1291587,115
PRS1291621,8
PRS1291622,155
PRS1291623,25
PRS1291629,0
PRS1291631,9
PRS1291633,4
PRS1291649,78
PRS1291653,52
PRS1291657,54
PRS1291659,6
PRS1291667,17
PRS1291675,5
PRS1291744,45
PRS1291745,2
PRS1291751,9
PRS1291755,30
PRS1291764,218
PRS1291816,114
PRS1291835,37
PRS1291847,13
PRS1291849,20
PRS1291856,9
PRS1291862,10
PRS1291864,5
PRS1291867,46
PRS1291874,34
PRS1291885,11
PRS1291887,14
PRS1291905,12
PRS1291908,155
PRS1291916,28
PRS1291919,0
PRS1291921,70
PRS1291923,67
PRS1291926,31
PRS1291932,1133
PRS1291933,18
PRS1291938,5
PRS1291941,138
PRS1291946,131
PRS1291952,19
PRS1291953,8
PRS1291956,129
PRS1291968,34
PRS1291969,457
PRS1291971,1095
PRS1291999,15
PRS1292001,8
PRS1292020,63
PRS1292024,6
PRS1292038,62
PRS1292050,44
PRS1292055,35
PRS1292060,18
PRS1292072,75
PRS1292092,2
PRS1292097,88
PRS1292105,26
PRS1292129,67
PRS1292134,33
PRS1292148,416
PRS1292179,186
PRS1292181,77
PRS1292186,391
PRS1292189,14
PRS1292194,9
PRS1292201,605
PRS1292207,75
PRS1292208,64
PRS1292209,79
PRS1292219,6
PRS1292239,22
PRS1292250,0
PRS1292253,54
PRS1292279,53
PRS1292370,1228
PRS1292371,169
PRS1292403,133
PRS1292409,26
PRS1292417,0
PRS1292430,79
PRS1292433,10
PRS1292435,60
PRS1292443,25
PRS1292444,7
PRS1292446,11
PRS1292447,4
PRS1292449,32
PRS1292489,36
PRS1292512,40
PRS1292548,12
PRS1292564,20
PRS1292569,769
PRS1292605,17
PRS1292627,111
PRS1292641,21
PRS1292643,61
PRS1292652,1
PRS1292665,12
PRS1292668,42
PRS1292675,38
PRS1292696,14
PRS1292704,21
PRS1292720,2
PRS1292723,9
PRS1292729,22
PRS1292742,10
PRS1292748,377
PRS1292760,30
PRS1292772,94
PRS1292819,15
PRS1292825,17
PRS1292851,256
PRS1292943,42
PRS1292990,3
PRS1292998,150
PRS1292999,17
PRS1293015,153
PRS1293017,510
PRS1293023,10
PRS1293028,81
PRS1293033,1265
PRS1293034,37
PRS1293051,100
PRS1293055,347
PRS1293058,1
PRS1293067,16
PRS1293068,64
PRS1293108,26
PRS1293126,1
PRS1293138,4
PRS1293141,458
PRS1293145,32
PRS1293146,27
PRS1293152,173
PRS1293154,17
PRS1293162,138
PRS1293176,70
PRS1293180,55
PRS1293189,92
PRS1293245,30
PRS1293260,80
PRS1293267,24
PRS1293284,0
PRS1293293,148
PRS1293305,44
PRS1293359,11
PRS1293360,95
PRS1293376,42
PRS1293384,36
PRS1293456,30
PRS1293460,117
PRS1293462,46
PRS1293492,8
PRS1293510,45
PRS1293530,3
PRS1293532,3
PRS1293548,12
PRS1293593,38
PRS1293599,371
PRS1293618,16
PRS1293638,47
PRS1293647,25
PRS1293680,11
PRS1293691,61
PRS1293704,5
PRS1293705,5
PRS1293714,35
PRS1293730,272
PRS1293733,317
PRS1293738,44
PRS1293746,34
PRS1293795,33
PRS1293855,91
PRS1293873,1
PRS1293889,22
PRS1293898,17
PRS1293923,44
PRS1293927,10
PRS1293933,10
PRS1293946,99
PRS1293953,53
PRS1293966,34
PRS1293968,10
PRS1294002,18
PRS1294017,42
PRS1294030,337
PRS1294045,18
PRS1294062,15
PRS1294072,27
PRS1294082,40
PRS1294093,4
PRS1294107,48
PRS1294108,2
PRS1294140,56
PRS1294144,143
PRS1294147,22
PRS1294154,425
PRS1294155,93
PRS1294201,21
PRS1294202,38
PRS1294203,95
PRS1294245,80
PRS1294257,14
PRS1294274,7
PRS1294294,16
PRS1294316,13
PRS1294323,5
PRS1294329,0
PRS1294346,29
PRS1294366,22
PRS1294371,39
PRS1294378,58
PRS1294383,14
PRS1294401,8
PRS1294416,1044
PRS1294441,20
PRS1294443,10
PRS1294475,9
PRS1294480,25
PRS1294490,12
PRS1294493,20
PRS1294494,50
PRS1294500,94
PRS1294516,533
PRS1294534,28
PRS1294539,6
PRS1294550,36
PRS1294564,31
PRS1294569,1
PRS1294587,25
PRS1294617,175
PRS1294628,46
PRS1294632,3
PRS1294633,44
PRS1294634,130
PRS1294639,243
PRS1294650,21
PRS1294674,50
PRS1294677,6
PRS1294682,36
PRS1294684,21
PRS1294706,3
PRS1294712,19
PRS1294738,125
PRS1294759,2
PRS1294760,348
PRS1294764,64
PRS1294772,85
PRS1294778,18
PRS1294779,78
PRS1294780,59
PRS1294781,124
PRS1294782,44
PRS1294783,25
PRS1294784,164
PRS1294802,12
PRS1294803,8
PRS1294810,17
PRS1294819,2
PRS1294820,33
PRS1294829,55
PRS1294830,32
PRS1294831,37
PRS1294833,15
PRS1294864,12
PRS1294876,12
PRS1294884,25
PRS1294912,29
PRS1295002,8
PRS1295003,5
PRS1295016,7
PRS1295053,16
PRS1295055,29
PRS1295068,0
PRS1295074,178
PRS1295093,10
PRS1295118,143
PRS1295124,19
PRS1295162,1
PRS1295165,18
PRS1295173,35
PRS1295175,1
PRS1295180,65
PRS1295184,52
PRS1295193,148
PRS1295194,68
PRS1295213,36
PRS1295231,24
PRS1295235,41
PRS1295243,174
PRS1295247,39
PRS1295256,34
PRS1295259,177
PRS1295268,104
PRS1295341,2
PRS1295349,216
PRS1295350,6
PRS1295352,18
PRS1295373,18
PRS1295387,545
PRS1295388,734
PRS1295389,141
PRS1295408,39
PRS1295428,43
PRS1295449,15
PRS1295462,83
PRS1295469,74
PRS1295485,35
PRS1295494,78
PRS1295495,23
PRS1295516,211
PRS1295518,17
PRS1295524,13
PRS1295525,41
PRS1295526,47
PRS1295534,0
PRS1295562,14
PRS1295563,90
PRS1295569,0
PRS1295667,6
PRS1295717,29
PRS1295804,35
PRS1295829,3
PRS1295840,7
PRS1295905,44
PRS1295959,4
PRS1295986,32
PRS1296025,28
PRS1296033,14
PRS1296047,84
PRS1296116,93
PRS1296122,33
PRS1296132,17
PRS1296133,5
PRS1296141,55
PRS1296166,38
PRS1296197,174
PRS1296291,9
PRS1296308,130
PRS1296313,31
PRS1296373,82
PRS1296396,105
PRS1296530,12
PRS1296678,11
PRS1296692,103
PRS1296728,12
PRS1296737,25
PRS1296838,5
PRS1296860,15
PRS1296892,65
PRS1296936,97
PRS1297004,74
PRS1297006,83
PRS1297062,51
PRS1297121,316
PRS1297127,416
PRS1297129,164
PRS1297130,269
PRS1297134,275
PRS1297139,3
PRS1297148,2
PRS1297150,115
PRS1297151,9
PRS1297169,18
PRS1297190,73
PRS1297211,314
PRS1297223,0
PRS1297224,19
PRS1297248,44
PRS1297249,9
PRS1297251,0
PRS1297254,3224
PRS1297293,73
PRS1297295,12
PRS1297308,26
PRS1297319,383
PRS1297326,218
PRS1297339,25
PRS1297359,74
PRS1297362,2
PRS1297377,45
PRS1297381,148
PRS1297416,41
PRS1297417,0
PRS1297418,56
PRS1297420,1
PRS1297421,49
PRS1297460,176
PRS1297510,69
PRS1297517,118
PRS1297526,13
PRS1297545,51
PRS1297548,2
PRS1297550,135
PRS1297551,41
PRS1297564,19
PRS1297567,38
PRS1297568,234
PRS1297571,37
PRS1297572,8
PRS1297576,0
PRS1297579,13
PRS1297586,60
PRS1297601,175
PRS1297621,173
PRS1297629,177
PRS1297641,13
PRS1297665,63
PRS1297690,0
PRS1297692,102
PRS1297695,1
PRS1297731,10
PRS1297752,144
PRS1297774,17
PRS1297843,682
PRS1297849,400
PRS1297850,162
PRS1297852,1803
PRS1297869,33
PRS1297886,8
PRS1297915,14
PRS1297916,51
PRS1297921,33
PRS1297929,0
PRS1297987,7
PRS1297997,42
PRS1298005,333
PRS1298024,122
PRS1298049,3
PRS1298083,10
PRS1298101,13
PRS1298103,32
PRS1298257,8
PRS1298259,4
PRS1298261,343
PRS1298277,40
PRS1298280,21
PRS1298283,0
PRS1298285,48
PRS1298291,45
PRS1298293,13
PRS1298304,158
PRS1298305,26
PRS1298308,11
PRS1298310,4
PRS1298312,2
PRS1298325,548
PRS1298350,63
PRS1298366,16
PRS1298377,5
PRS1298379,13
PRS1298381,0
PRS1298389,58
PRS1298390,31
PRS1298405,79
PRS1298429,7
PRS1298441,21
PRS1298464,104
PRS1298485,102
PRS1298495,9
PRS1298511,8
PRS1298541,4
PRS1298546,42
PRS1298549,7
PRS1298580,78
PRS1298581,113
PRS1298583,68
PRS1298594,6
PRS1298598,47
PRS1298599,45
PRS1298600,25
PRS1298608,18
PRS1298617,13
PRS1298619,4
PRS1298620,17
PRS1298632,14
PRS1298633,33
PRS1298634,15
PRS1298667,9
PRS1298670,18
PRS1298690,849
PRS1298691,16
PRS1298706,328
PRS1298736,33
PRS1298775,1942
PRS1298790,5
PRS1298804,9
PRS1298854,4
PRS1298857,22
PRS1298879,60
PRS1298911,7
PRS1298929,29
PRS1298946,20
PRS1298965,11
PRS1299017,59
PRS1299030,2
PRS1299038,50
PRS1299042,0
PRS1299044,28
PRS1299045,0
PRS1299057,7
PRS1299079,21
PRS1299088,275
PRS1299104,45
PRS1299140,37
PRS1299169,22
PRS1299193,84
PRS1299225,63
PRS1299251,45
PRS1299258,7
PRS1299261,0
PRS1299265,3
PRS1299345,150
PRS1299360,34
PRS1299370,28
PRS1299413,25
PRS1299430,17
PRS1299505,136
PRS1299517,6930
PRS1299528,19
PRS1299540,23
PRS1299542,16
PRS1299563,290
PRS1299608,8
PRS1299748,771
PRS1299781,54
PRS1299784,161
PRS1299827,188
PRS1299835,3
PRS1299853,96
PRS1299866,329
PRS1299899,55
PRS1299927,10
PRS1299952,53
PRS1299976,0
PRS1299981,34
PRS1299994,13
PRS1299995,32
PRS1300030,30
PRS1300076,393
PRS1300095,21
PRS1300117,25
PRS1300123,25
PRS1300124,182
PRS1300178,12
PRS1300184,48
PRS1300227,11
PRS1300229,0
PRS1300245,21
PRS1300270,23
PRS1300279,273
PRS1300323,84
PRS1300379,1467
PRS1300405,141
PRS1300430,747
PRS1300443,118
PRS1300449,152
PRS1300453,13
PRS1300514,12
PRS1300515,15
PRS1300536,22
PRS1300555,54
PRS1300557,7
PRS1300566,26
PRS1300610,44
PRS1300611,10
PRS1300619,312
PRS1300641,2
PRS1300704,13
PRS1300719,3
PRS1300732,1393
PRS1300740,77
PRS1300762,9
PRS1300768,0
PRS1300774,15
PRS1300787,64
PRS1300800,0
PRS1300840,57
PRS1300842,550
PRS1300846,15
PRS1300860,77
PRS1300863,82
PRS1300865,32
PRS1300872,29
PRS1300895,78
PRS1300901,9
PRS1300902,24
PRS1300918,160
PRS1300928,30
PRS1300937,113
PRS1300982,89
PRS1301014,2
PRS1301018,114
PRS1301031,13
PRS1301083,78
PRS1301140,304
PRS1301141,3
PRS1301142,33
PRS1301145,22
PRS1301146,22
PRS1301152,39
PRS1301156,8
PRS1301157,114
PRS1301162,2
PRS1301165,2
PRS1301167,6
PRS1301170,184
PRS1301186,20
PRS1301193,4
PRS1301196,164
PRS1301199,28
PRS1301201,72
PRS1301231,50
PRS1301302,234
PRS1301303,80
PRS1301309,210
PRS1301311,190
PRS1301328,104
PRS1301343,11
PRS1301376,996
PRS1301378,10
PRS1301380,9
PRS1301386,396
PRS1301441,71
PRS1301442,44
PRS1301448,39
PRS1301449,16
PRS1301464,1
PRS1301506,40
PRS1301524,5
PRS1301528,74
PRS1301536,32
PRS1301543,171
PRS1301569,27
PRS1301598,70
PRS1301599,136
PRS1301658,2
PRS1301680,18
PRS1301725,14
PRS1301726,13
PRS1301745,12
PRS1301746,453
PRS1301747,9
PRS1301762,1
PRS1301770,10
PRS1301794,28
PRS1301798,59
PRS1301819,53
PRS1301830,26
PRS1301837,52
PRS1301839,47
PRS1301875,82
PRS1301886,52
PRS1301898,4
PRS1301899,508
PRS1301902,42
PRS1301922,630
PRS1301931,62
PRS1301963,43
PRS1301974,150
PRS1301989,21
PRS1302019,10
PRS1302028,63
PRS1302043,14
PRS1302045,113
PRS1302046,41
PRS1302053,26
PRS1302058,16
PRS1302061,6
PRS1302069,6
PRS1302085,38
PRS1302114,23
PRS1302156,0
PRS1302168,26
PRS1302181,72
PRS1302210,652
PRS1302223,6
PRS1302289,78
PRS1302319,81
PRS1302351,0
PRS1302358,78
PRS1302425,239
PRS1302523,6
PRS1302527,2
PRS1302542,7
PRS1302555,46
PRS1302667,79
PRS1302698,18
PRS1303020,530
PRS1303124,5
PRS1303137,52
PRS1303145,11
PRS1303161,62
PRS1303172,11
PRS1303173,81
PRS1303176,157
PRS1303178,15
PRS1303190,5458
PRS1303207,18
PRS1303210,283
PRS1303211,79
PRS1303216,121
PRS1303251,16
PRS1303292,7
PRS1303335,0
PRS1303346,59
PRS1303351,3
PRS1303383,21
PRS1303385,6
PRS1303392,7
PRS1303396,13
PRS1303397,29
PRS1303401,55
PRS1303424,288
PRS1303507,17
PRS1303537,354
PRS1303543,84
PRS1303545,13
PRS1303547,377
PRS1303552,0
PRS1303609,400
PRS1303646,64
PRS1303648,159
PRS1303657,21
PRS1303659,30
PRS1303693,107
PRS1303704,112
PRS1303764,16
PRS1303777,20
PRS1303797,26
PRS1303800,27
PRS1303803,741
PRS1303805,27
PRS1303832,102
PRS1303833,33
PRS1303839,68
PRS1303841,40
PRS1303869,0
PRS1303926,26
PRS1303939,152
PRS1303963,12
PRS1304002,8
PRS1304028,66
PRS1304071,10
PRS1304082,127
PRS1304090,22
PRS1304094,51
PRS1304096,9
PRS1304194,18
PRS1304197,60
PRS1304198,9
PRS1304200,22
PRS1304228,3
PRS1304233,29
PRS1304282,40
PRS1304295,41
PRS1304377,97
PRS1304383,137
PRS1304398,26
PRS1304400,60
PRS1304407,8
PRS1304418,48
PRS1304421,90
PRS1304423,2
PRS1304427,39
PRS1304466,558
PRS1304471,48
PRS1304475,73
PRS1304586,8
PRS1304607,118
PRS1304609,68
PRS1304646,8
PRS1304649,16
PRS1304651,2
PRS1304655,32
PRS1304657,7
PRS1304694,19
PRS1304715,181
PRS1304720,13
PRS1304768,2963
PRS1304776,54
PRS1304805,171
PRS1304846,99
PRS1304889,213
PRS1304999,816
PRS1305077,84
PRS1305084,541
PRS1305085,114
PRS1305086,104
PRS1305103,191
PRS1305107,26
PRS1305115,4
PRS1305133,122
PRS1305137,15
PRS1305142,25
PRS1305146,115
PRS1305148,126
PRS1305169,12
PRS1305172,305
PRS1305173,74
PRS1305209,118
PRS1305226,128
PRS1305238,63
PRS1305247,78
PRS1305279,297
PRS1305296,9
PRS1305338,0
PRS1305346,3
PRS1305351,7
PRS1305361,35
PRS1305364,65
PRS1305372,6
PRS1305379,203
PRS1305388,11
PRS1305398,2
PRS1305407,56
PRS1305408,122
PRS1305442,39
PRS1305515,12
PRS1305545,76
PRS1305549,52
PRS1305561,42
PRS1305571,8
PRS1305578,5
PRS1305610,104
PRS1305637,8
PRS1305640,108
PRS1305664,151
PRS1305667,3
PRS1305671,136
PRS1305672,27
PRS1305673,190
PRS1305679,7
PRS1305690,99
PRS1305691,107
PRS1305718,29
PRS1305729,70
PRS1305735,56
PRS1305761,37
PRS1305779,108
PRS1305821,906
PRS1305825,1
PRS1305868,196
PRS1305869,110
PRS1305917,49
PRS1305983,50
PRS1306061,14
PRS1306105,45
PRS1306107,14
PRS1306146,137
PRS1306155,0
PRS1306270,13
PRS1306277,85
PRS1306291,41
PRS1306314,51
PRS1306316,15
PRS1306462,131
PRS1306482,5
PRS1306618,270
PRS1306643,59
PRS1306651,53
PRS1306665,6
PRS1306681,29
PRS1306695,0
PRS1306722,22
PRS1306756,0
PRS1306760,8
PRS1306799,63
PRS1306838,44
PRS1306864,20
PRS1306884,8
PRS1306885,18
PRS1306887,13
PRS1306888,44
PRS1306898,76
PRS1306899,416
PRS1306906,881
PRS1306913,22
PRS1306928,17
PRS1306929,6
PRS1306935,257
PRS1306965,23
PRS1306968,33
PRS1306970,4
PRS1306971,130
PRS1306990,35
PRS1307023,50
PRS1307029,58
PRS1307036,9
PRS1307038,6
PRS1307039,1274
PRS1307040,108
PRS1307046,526
PRS1307051,129
PRS1307061,30
PRS1307067,15
PRS1307068,20
PRS1307070,12
PRS1307085,6
PRS1307125,1131
PRS1307134,193
PRS1307143,15
PRS1307158,85
PRS1307168,14
PRS1307170,60
PRS1307183,207
PRS1307200,22
PRS1307202,172
PRS1307205,24
PRS1307206,15
PRS1307211,61
PRS1307215,67
PRS1307217,159
PRS1307219,37
PRS1307229,21
PRS1307237,18
PRS1307241,6
PRS1307247,2
PRS1307250,24
PRS1307252,87
PRS1307253,31
PRS1307254,13
PRS1307256,19
PRS1307257,7
PRS1307261,68
PRS1307267,6
PRS1307270,319
PRS1307272,50
PRS1307276,26
PRS1307277,31
PRS1307280,16
PRS1307283,822
PRS1307294,10
PRS1307372,81
PRS1307380,51
PRS1307392,79
PRS1307414,226
PRS1307425,146
PRS1307486,53
PRS1307546,9
PRS1307646,18
PRS1307651,736
PRS1307679,3
PRS1307709,160
PRS1307715,155
PRS1307752,25
PRS1307774,36
PRS1307775,41
PRS1307790,58
PRS1307803,72
PRS1307813,8
PRS1307815,14
PRS1307818,3
PRS1307820,107
PRS1307829,171
PRS1307880,6
PRS1307951,68
PRS1307959,64
PRS1307991,220
PRS1308024,25
PRS1308042,46
PRS1308054,41
PRS1308088,23
PRS1308098,77
PRS1308112,26
PRS1308145,85
PRS1308155,6
PRS1308161,42
PRS1308166,331
PRS1308168,14
PRS1308197,137
PRS1308211,36
PRS1308212,97
PRS1308214,18
PRS1308241,5
PRS1308255,149
PRS1308256,9
PRS1308305,13
PRS1308314,8
PRS1308324,33
PRS1308347,5
PRS1308355,72
PRS1308360,28
PRS1308364,117
PRS1308373,7
PRS1308393,32
PRS1308405,30
PRS1308407,69
PRS1308414,11
PRS1308415,67
PRS1308461,6
PRS1308466,12
PRS1308470,54
PRS1308545,11
PRS1308561,18
PRS1308621,2
PRS1308631,1
PRS1308641,92
PRS1308643,17
PRS1308683,1639
PRS1308684,17
PRS1308704,70
PRS1308745,59
PRS1308761,30
PRS1308774,187
PRS1308804,32
PRS1308817,66
PRS1308818,11
PRS1308847,196
PRS1308864,105
PRS1308883,112
PRS1308885,314
PRS1308893,137
PRS1308941,24
PRS1308946,6
PRS1308957,78
PRS1308964,6
PRS1308969,115
PRS1308975,57
PRS1308980,11
PRS1308988,1
PRS1308990,44
PRS1309003,171
PRS1309021,23
PRS1309023,41
PRS1309024,13
PRS1309059,177
PRS1309060,56
PRS1309090,16
PRS1309104,201
PRS1309108,17
PRS1309111,423
PRS1309165,81
PRS1309187,83
PRS1309188,114
PRS1309211,45
PRS1309229,46
PRS1309271,15
PRS1309289,6
PRS1309293,8
PRS1309306,214
PRS1309316,24
PRS1309319,9
PRS1309322,2
PRS1309328,344
PRS1309336,6
PRS1309340,7
PRS1309342,90
PRS1309363,85
PRS1309375,133
PRS1309392,17
PRS1309405,98
PRS1309418,111
PRS1309423,16
PRS1309429,11
PRS1309443,10
PRS1309444,9
PRS1309448,21
PRS1309462,65
PRS1309473,0
PRS1309477,143
PRS1309481,154
PRS1309527,224
PRS1309551,51
PRS1309565,51
PRS1309571,86
PRS1309572,24
PRS1309573,4
PRS1309574,92
PRS1309596,24
PRS1309602,70
PRS1309616,14
PRS1309635,105
PRS1309675,33
PRS1309703,52
PRS1309704,18
PRS1309705,125
PRS1309725,84
PRS1309753,5
PRS1309819,26
PRS1309820,1
PRS1309829,4
PRS1309830,4
PRS1309838,48
PRS1309846,85
PRS1309890,67
PRS1309893,119
PRS1309894,1
PRS1309897,10
PRS1309901,8
PRS1309918,73
PRS1309921,44
PRS1309924,18
PRS1309946,1
PRS1309967,13
PRS1309968,135
PRS1309969,41
PRS1309976,5
PRS1309978,87
PRS1310003,1844
PRS1310036,80
PRS1310084,20
PRS1310183,118
PRS1310189,141
PRS1310207,53
PRS1310238,9
PRS1310242,13
PRS1310302,8
PRS1310348,208
PRS1310356,12
PRS1310389,92
PRS1310398,5
PRS1310423,95
PRS1310437,14
PRS1310479,22
PRS1310480,479
PRS1310491,1
PRS1310495,26
PRS1310578,26
PRS1310581,78
PRS1310597,84
PRS1310601,73
PRS1310604,76
PRS1310611,52
PRS1310614,229
PRS1310616,2
PRS1310617,40
PRS1310618,6
PRS1310625,14
PRS1310632,16
PRS1310639,26
PRS1310648,57
PRS1310681,48
PRS1310682,10
PRS1310685,499
PRS1310715,114
PRS1310745,6
PRS1310808,6
PRS1310862,82
PRS1311008,54
PRS1311026,34
PRS1311038,98
PRS1311070,23
PRS1311104,685
PRS1311129,73
PRS1311145,52
PRS1311174,7
PRS1311181,34
PRS1311182,38
PRS1311183,62
PRS1311209,35
PRS1311211,110
PRS1311212,172
PRS1311214,31
PRS1311225,21
PRS1311227,426
PRS1311237,107
PRS1311276,1
PRS1311285,104
PRS1311287,67
PRS1311288,35
PRS1311290,59
PRS1311303,12
PRS1311311,2
PRS1311313,21
PRS1311315,23
PRS1311322,20
PRS1311325,10
PRS1311360,72
PRS1311364,5
PRS1311369,53
PRS1311413,62
PRS1311427,111
PRS1311508,11
PRS1311560,7
PRS1311577,3
PRS1311587,164
PRS1311646,109
PRS1311648,14
PRS1311664,72
PRS1311674,27
PRS1311688,32
PRS1311698,53
PRS1311701,5
PRS1311712,2
PRS1311714,46
PRS1311735,2
PRS1311751,47
PRS1311761,3
PRS1311779,389
PRS1311786,11
PRS1311792,43
PRS1311793,17
PRS1311800,41
PRS1311801,63
PRS1311853,0
PRS1311861,20
PRS1311889,2
PRS1311891,45
PRS1311915,5
PRS1311916,26
PRS1311924,1469
PRS1311934,53
PRS1311961,90
PRS1311973,14
PRS1312010,1
PRS1312011,153
PRS1312014,15
PRS1312056,223
PRS1312077,25
PRS1312086,11
PRS1312087,14
PRS1312088,38
PRS1312089,1
PRS1312090,53
PRS1312091,766
PRS1312095,248
PRS1312097,71
PRS1312098,64
PRS1312100,18
PRS1312103,18
PRS1312104,2
PRS1312105,24
PRS1312109,7
PRS1312113,12
PRS1312115,364
PRS1312121,638
PRS1312131,4
PRS1312159,536
PRS1312162,396
PRS1312166,11
PRS1312190,6
PRS1312216,140
PRS1312240,7
PRS1312244,21
PRS1312246,0
PRS1312253,24
PRS1312273,70
PRS1312275,1
PRS1312306,41
PRS1312383,31
PRS1312437,198
PRS1312447,3
PRS1312448,27
PRS1312453,60
PRS1312455,80
PRS1312456,26
PRS1312460,102
PRS1312461,13
PRS1312463,44
PRS1312472,228
PRS1312477,14
PRS1312541,27
PRS1312578,17
PRS1312586,2
PRS1312603,78
PRS1312632,309
PRS1312633,44
PRS1312634,70
PRS1312643,14
PRS1312658,8
PRS1312661,90
PRS1312665,0
PRS1312671,19
PRS1312677,12
PRS1312681,39
PRS1312682,7
PRS1312702,371
PRS1312721,2
PRS1312736,53
PRS1312751,365
PRS1312756,93
PRS1312757,25
PRS1312758,13
PRS1312759,67
PRS1312770,21
PRS1312825,35
PRS1312835,259
PRS1312850,205
PRS1312860,37
PRS1312868,30
PRS1312894,27
PRS1312897,38
PRS1312912,4
PRS1313004,4
PRS1313027,1
PRS1313063,4
PRS1313071,306
PRS1313109,89
PRS1313114,7
PRS1313122,49
PRS1313130,335
PRS1313135,238
PRS1313145,11
PRS1313217,25
PRS1313277,5
PRS1313278,69
PRS1313290,12
PRS1313296,28
PRS1313313,50
PRS1313314,239
PRS1313315,650
PRS1313323,43
PRS1313325,57
PRS1313329,0
PRS1313332,241
PRS1313350,165
PRS1313352,13
PRS1313356,33
PRS1313359,79
PRS1313365,17
PRS1313380,26
PRS1313392,43
PRS1313402,88
PRS1313403,12
PRS1313445,401
PRS1313455,23
PRS1313478,37
PRS1313495,439
PRS1313520,36
PRS1313537,30
PRS1313539,446
PRS1313583,83
PRS1313584,52
PRS1313615,92
PRS1313637,16
PRS1313643,1
PRS1313649,1
PRS1313654,4
PRS1313657,5
PRS1313661,34
PRS1313667,281
PRS1313672,110
PRS1313746,31
PRS1313767,24
PRS1313771,54
PRS1313777,20
PRS1313779,43
PRS1313780,25
PRS1313781,2
PRS1313789,15
PRS1313797,3
PRS1313806,35
PRS1313815,17
PRS1313818,12
PRS1313821,1025
PRS1313829,3
PRS1313830,134
PRS1313832,5
PRS1313928,409
PRS1313934,307
PRS1313937,152
PRS1313947,166
PRS1314033,154
PRS1314038,1
PRS1314041,39
PRS1314079,308
PRS1314132,351
PRS1314145,3152
PRS1314178,0
PRS1314184,0
PRS1314192,21
PRS1314194,0
PRS1314234,63
PRS1314261,72
PRS1314281,18
PRS1314292,1338
PRS1314300,44
PRS1314317,398
PRS1314329,552
PRS1314405,20
PRS1314421,18
PRS1314423,103
PRS1314436,362
PRS1314470,22
PRS1314483,44
PRS1314499,90
PRS1314570,130
PRS1314576,75
PRS1314591,51
PRS1314602,61
PRS1314605,4
PRS1314649,281
PRS1314708,834
PRS1314715,477
PRS1314745,117
PRS1314783,6
PRS1314805,46
PRS1314880,100
PRS1314903,12
PRS1314921,58
PRS1314941,29
PRS1314945,129
PRS1314948,143
PRS1314949,6
PRS1314970,6
PRS1314980,28
PRS1314987,58
PRS1314989,23
PRS1315020,0
PRS1315023,25
PRS1315024,10
PRS1315045,2
PRS1315080,61
PRS1315097,328
PRS1315100,42
PRS1315102,39
PRS1315103,53
PRS1315189,25
PRS1315191,47
PRS1315194,80
PRS1315256,44
PRS1315266,81
PRS1315286,36
PRS1315301,25
PRS1315355,140
PRS1315376,61
PRS1315384,48
PRS1315409,27
PRS1315422,34
PRS1315431,47
PRS1315439,171
PRS1315495,46
