id,year,count_pubs,cited_by,count_pubs_auth,cited_by_auth
https://openalex.org/A5016511840,2017,1,23,1,18
https://openalex.org/A5016511840,2018,3,32,3,25
https://openalex.org/A5016511840,2021,2,24,2,29
https://openalex.org/A5016511840,2022,4,20,4,26
https://openalex.org/A5016511840,2023,4,21,4,33
https://openalex.org/A5016558868,2012,7,30,7,28
https://openalex.org/A5016558868,2013,6,43,7,43
https://openalex.org/A5016558868,2014,3,20,3,20
https://openalex.org/A5016558868,2015,1,39,1,39
https://openalex.org/A5016558868,2016,3,25,3,25
https://openalex.org/A5016558868,2017,4,30,4,35
https://openalex.org/A5016558868,2018,9,43,9,52
https://openalex.org/A5016558868,2019,7,39,7,61
https://openalex.org/A5016558868,2020,7,73,7,126
https://openalex.org/A5016558868,2021,8,62,8,113
https://openalex.org/A5016558868,2022,5,54,5,111
https://openalex.org/A5016558868,2023,5,69,5,139
https://openalex.org/A5016563134,2012,8,421,8,426
https://openalex.org/A5016563134,2013,7,439,7,443
https://openalex.org/A5016563134,2014,13,471,14,478
https://openalex.org/A5016563134,2015,6,514,7,519
https://openalex.org/A5016563134,2016,16,520,16,528
https://openalex.org/A5016563134,2017,17,596,17,617
https://openalex.org/A5016563134,2018,10,632,10,669
https://openalex.org/A5016563134,2019,19,646,19,674
https://openalex.org/A5016563134,2020,15,633,15,659
https://openalex.org/A5016563134,2021,19,689,19,730
https://openalex.org/A5016563134,2022,27,943,27,1202
https://openalex.org/A5016563134,2023,36,1193,36,1690
https://openalex.org/A5016648711,2012,8,98,69,808
https://openalex.org/A5016648711,2013,2,162,109,1669
https://openalex.org/A5016648711,2014,1,77,90,1904
https://openalex.org/A5016648711,2015,2,54,89,1955
https://openalex.org/A5016648711,2016,6,53,69,2040
https://openalex.org/A5016648711,2017,20,110,115,2693
https://openalex.org/A5016648711,2018,10,86,91,2214
https://openalex.org/A5016648711,2019,7,133,68,2823
https://openalex.org/A5016648711,2020,10,189,69,2910
https://openalex.org/A5016648711,2021,14,276,110,4230
https://openalex.org/A5016648711,2023,2,199,124,4034
https://openalex.org/A5016653228,2018,2,2,2,2
https://openalex.org/A5016653228,2019,2,3,2,3
https://openalex.org/A5016670123,2012,3,175,3,176
https://openalex.org/A5016670123,2013,4,191,4,194
https://openalex.org/A5016670123,2014,2,281,2,283
https://openalex.org/A5016670123,2015,2,200,2,205
https://openalex.org/A5016670123,2016,5,265,5,266
https://openalex.org/A5016670123,2017,4,212,4,212
https://openalex.org/A5016670123,2018,2,210,2,211
https://openalex.org/A5016670123,2019,2,234,2,245
https://openalex.org/A5016670123,2020,2,231,2,232
https://openalex.org/A5016670123,2021,4,239,4,240
https://openalex.org/A5016670123,2022,6,254,6,256
https://openalex.org/A5016670123,2023,3,226,3,226
https://openalex.org/A5016671620,2012,2,44,2,46
https://openalex.org/A5016671620,2013,21,45,21,45
https://openalex.org/A5016671620,2014,5,48,5,51
https://openalex.org/A5016671620,2015,8,31,8,36
https://openalex.org/A5016671620,2016,8,46,9,49
https://openalex.org/A5016671620,2017,5,39,5,47
https://openalex.org/A5016671620,2018,10,57,10,83
https://openalex.org/A5016671620,2019,9,146,9,222
https://openalex.org/A5016671620,2020,2,108,2,148
https://openalex.org/A5016671620,2021,5,137,5,197
https://openalex.org/A5016671620,2022,2,84,2,127
https://openalex.org/A5016671620,2023,1,127,1,185
https://openalex.org/A5016673935,2012,8,432,8,552
https://openalex.org/A5016673935,2013,13,484,13,611
https://openalex.org/A5016673935,2014,3,512,4,634
https://openalex.org/A5016673935,2015,11,531,11,670
https://openalex.org/A5016673935,2016,10,495,10,654
https://openalex.org/A5016673935,2017,7,476,7,619
https://openalex.org/A5016673935,2018,12,542,12,756
https://openalex.org/A5016673935,2019,8,605,8,850
https://openalex.org/A5016673935,2020,5,719,5,977
https://openalex.org/A5016673935,2021,5,660,5,918
https://openalex.org/A5016673935,2022,9,638,9,900
https://openalex.org/A5016673935,2023,7,570,7,856
https://openalex.org/A5016674922,2012,9,637,9,805
https://openalex.org/A5016674922,2013,27,657,27,794
https://openalex.org/A5016674922,2014,45,787,45,958
https://openalex.org/A5016674922,2015,23,793,24,1002
https://openalex.org/A5016674922,2016,8,648,8,812
https://openalex.org/A5016674922,2017,36,671,36,857
https://openalex.org/A5016674922,2018,20,762,20,1020
https://openalex.org/A5016674922,2019,13,864,13,1204
https://openalex.org/A5016674922,2020,10,965,12,1448
https://openalex.org/A5016674922,2021,18,1182,19,1849
https://openalex.org/A5016674922,2022,10,1271,10,2094
https://openalex.org/A5016674922,2023,10,1402,10,2285
https://openalex.org/A5016688083,2012,6,117,6,142
https://openalex.org/A5016688083,2013,5,156,5,180
https://openalex.org/A5016688083,2014,4,113,4,135
https://openalex.org/A5016688083,2015,2,115,2,136
https://openalex.org/A5016688083,2016,1,94,1,115
https://openalex.org/A5016688083,2017,1,111,1,144
https://openalex.org/A5016688083,2018,1,106,1,134
https://openalex.org/A5016688083,2019,2,84,2,102
https://openalex.org/A5016688083,2020,4,109,4,136
https://openalex.org/A5016688083,2021,3,93,3,118
https://openalex.org/A5016688083,2022,1,106,1,131
https://openalex.org/A5016688083,2023,4,101,4,122
https://openalex.org/A5016710117,2022,1,1,1,1
https://openalex.org/A5016735275,2012,1,47,1,54
https://openalex.org/A5016735275,2013,3,39,3,48
https://openalex.org/A5016735275,2014,5,40,5,46
https://openalex.org/A5016735275,2015,1,49,1,60
https://openalex.org/A5016735275,2016,3,49,3,55
https://openalex.org/A5016735275,2017,5,48,5,58
https://openalex.org/A5016735275,2018,4,56,4,59
https://openalex.org/A5016735275,2019,2,63,2,80
https://openalex.org/A5016735275,2020,1,78,1,105
https://openalex.org/A5016735275,2021,4,101,4,146
https://openalex.org/A5016735275,2022,5,74,5,99
https://openalex.org/A5016735275,2023,2,77,2,107
https://openalex.org/A5016752835,2012,27,587,28,1113
https://openalex.org/A5016752835,2013,26,598,27,1164
https://openalex.org/A5016752835,2014,30,684,30,1374
https://openalex.org/A5016752835,2015,29,607,30,1244
https://openalex.org/A5016752835,2016,27,595,28,1269
https://openalex.org/A5016752835,2017,23,443,23,977
https://openalex.org/A5016752835,2018,9,455,9,1036
https://openalex.org/A5016752835,2019,20,517,20,1201
https://openalex.org/A5016752835,2020,13,491,13,1159
https://openalex.org/A5016752835,2021,15,500,15,1207
https://openalex.org/A5016752835,2022,8,595,8,1431
https://openalex.org/A5016752835,2023,4,538,4,1349
https://openalex.org/A5016761821,2012,2,8,2,11
https://openalex.org/A5016761821,2013,2,6,2,7
https://openalex.org/A5016761821,2014,1,6,1,9
https://openalex.org/A5016761821,2015,5,12,6,21
https://openalex.org/A5016761821,2016,7,16,8,28
https://openalex.org/A5016761821,2017,7,21,7,41
https://openalex.org/A5016761821,2018,2,15,2,28
https://openalex.org/A5016761821,2019,9,30,11,57
https://openalex.org/A5016761821,2020,6,38,6,77
https://openalex.org/A5016761821,2021,7,47,7,109
https://openalex.org/A5016761821,2022,6,59,6,137
https://openalex.org/A5016761821,2023,5,52,5,120
https://openalex.org/A5016790844,2012,4,47,4,69
https://openalex.org/A5016790844,2013,10,64,13,114
https://openalex.org/A5016790844,2014,6,54,6,111
https://openalex.org/A5016790844,2015,3,59,4,87
https://openalex.org/A5016790844,2016,4,27,5,48
https://openalex.org/A5016790844,2017,6,46,7,85
https://openalex.org/A5016790844,2018,4,59,4,112
https://openalex.org/A5016790844,2019,3,62,3,92
https://openalex.org/A5016790844,2020,2,77,2,226
https://openalex.org/A5016790844,2021,2,66,2,224
https://openalex.org/A5016790844,2022,3,68,3,108
https://openalex.org/A5016894868,2012,18,731,18,1065
https://openalex.org/A5016894868,2013,35,1138,35,1497
https://openalex.org/A5016894868,2014,25,1191,25,1590
https://openalex.org/A5016894868,2015,31,1605,33,2072
https://openalex.org/A5016894868,2016,28,1623,28,2033
https://openalex.org/A5016894868,2017,32,1656,32,2063
https://openalex.org/A5016894868,2018,29,1758,30,2200
https://openalex.org/A5016894868,2019,17,2059,17,2621
https://openalex.org/A5016894868,2020,8,3088,8,4458
https://openalex.org/A5016894868,2021,14,1902,14,2601
https://openalex.org/A5016894868,2022,19,1603,19,2163
https://openalex.org/A5016894868,2023,31,1621,31,2105
https://openalex.org/A5016904876,2012,24,1135,24,2211
https://openalex.org/A5016904876,2013,29,1344,29,2556
https://openalex.org/A5016904876,2014,37,1444,37,2529
https://openalex.org/A5016904876,2015,31,1682,32,2978
https://openalex.org/A5016904876,2016,31,1785,31,2950
https://openalex.org/A5016904876,2017,31,2094,31,3354
https://openalex.org/A5016904876,2018,22,2224,23,3717
https://openalex.org/A5016904876,2019,31,2378,32,3741
https://openalex.org/A5016904876,2020,19,3062,19,4684
https://openalex.org/A5016904876,2021,18,3760,19,5835
https://openalex.org/A5016904876,2022,5,3878,5,5942
https://openalex.org/A5016904876,2023,129,3327,129,5002
https://openalex.org/A5016910677,2013,1,24,1,24
https://openalex.org/A5016910677,2015,1,30,1,30
https://openalex.org/A5016910677,2016,3,22,4,22
https://openalex.org/A5016910677,2017,2,31,2,31
https://openalex.org/A5016910677,2018,1,27,1,29
https://openalex.org/A5016910677,2020,4,31,4,40
https://openalex.org/A5016910677,2021,1,45,1,58
https://openalex.org/A5016910677,2022,1,54,1,67
https://openalex.org/A5016910677,2023,3,49,3,64
https://openalex.org/A5016923944,2012,2,37,2,37
https://openalex.org/A5016923944,2013,1,41,1,41
https://openalex.org/A5016923944,2016,1,36,1,36
https://openalex.org/A5016970525,2012,9,344,9,418
https://openalex.org/A5016970525,2013,4,207,4,213
https://openalex.org/A5016970525,2014,1,324,1,345
https://openalex.org/A5016970525,2015,2,177,2,188
https://openalex.org/A5016970525,2016,2,119,2,133
https://openalex.org/A5016970525,2017,3,266,3,290
https://openalex.org/A5016970525,2018,7,345,7,444
https://openalex.org/A5016970525,2019,1,269,1,278
https://openalex.org/A5016970525,2020,2,279,2,334
https://openalex.org/A5016970525,2021,3,137,3,148
https://openalex.org/A5016970525,2022,2,163,2,189
https://openalex.org/A5016970525,2023,3,99,3,112
https://openalex.org/A5016988684,2012,7,1,7,1
https://openalex.org/A5016988684,2014,1,2,1,2
https://openalex.org/A5016992895,2012,1,34,1,44
https://openalex.org/A5016992895,2013,1,36,1,42
https://openalex.org/A5016992895,2014,2,43,2,51
https://openalex.org/A5016992895,2015,4,32,4,39
https://openalex.org/A5016992895,2016,1,41,1,54
https://openalex.org/A5016992895,2017,1,50,1,66
https://openalex.org/A5016992895,2018,3,43,3,59
https://openalex.org/A5016992895,2019,3,61,3,72
https://openalex.org/A5016992895,2020,10,60,10,72
https://openalex.org/A5016992895,2021,7,74,7,90
https://openalex.org/A5016992895,2022,4,106,4,155
https://openalex.org/A5016992895,2023,10,126,10,184
https://openalex.org/A5017017044,2012,5,63,5,71
https://openalex.org/A5017017044,2013,10,94,10,107
https://openalex.org/A5017017044,2014,8,116,8,126
https://openalex.org/A5017017044,2015,10,119,11,132
https://openalex.org/A5017017044,2016,10,129,10,138
https://openalex.org/A5017017044,2017,4,128,4,135
https://openalex.org/A5017017044,2018,3,105,3,109
https://openalex.org/A5017017044,2019,6,119,7,134
https://openalex.org/A5017017044,2020,9,204,9,211
https://openalex.org/A5017017044,2021,1,142,1,149
https://openalex.org/A5017017044,2022,1,134,1,148
https://openalex.org/A5017017044,2023,5,153,5,167
https://openalex.org/A5017073972,2012,11,134,11,219
https://openalex.org/A5017073972,2013,17,155,18,223
https://openalex.org/A5017073972,2014,16,151,16,247
https://openalex.org/A5017073972,2015,14,134,14,188
https://openalex.org/A5017073972,2016,24,155,24,227
https://openalex.org/A5017073972,2017,33,166,33,280
https://openalex.org/A5017073972,2018,13,160,13,283
https://openalex.org/A5017073972,2019,19,184,19,314
https://openalex.org/A5017073972,2020,21,202,21,357
https://openalex.org/A5017073972,2021,6,232,6,349
https://openalex.org/A5017073972,2022,17,186,17,324
https://openalex.org/A5017073972,2023,14,174,14,287
https://openalex.org/A5017123929,2014,20,4,20,4
https://openalex.org/A5017123929,2015,11,6,12,6
https://openalex.org/A5017123929,2016,15,30,17,35
https://openalex.org/A5017123929,2017,11,26,11,29
https://openalex.org/A5017123929,2018,17,48,18,55
https://openalex.org/A5017123929,2019,16,77,16,102
https://openalex.org/A5017123929,2020,21,47,23,70
https://openalex.org/A5017123929,2021,14,87,13,99
https://openalex.org/A5017123929,2022,4,71,4,92
https://openalex.org/A5017123929,2023,4,90,4,112
https://openalex.org/A5017222414,2012,12,92,13,159
https://openalex.org/A5017222414,2013,19,173,20,359
https://openalex.org/A5017222414,2014,16,213,17,449
https://openalex.org/A5017222414,2015,14,278,17,696
https://openalex.org/A5017222414,2016,5,242,5,591
https://openalex.org/A5017222414,2017,9,278,12,568
https://openalex.org/A5017222414,2018,24,354,24,746
https://openalex.org/A5017222414,2019,18,341,18,654
https://openalex.org/A5017222414,2020,16,412,16,692
https://openalex.org/A5017222414,2021,10,429,10,798
https://openalex.org/A5017222414,2022,8,486,8,827
https://openalex.org/A5017222414,2023,13,459,13,700
https://openalex.org/A5017254433,2012,2,25,2,25
https://openalex.org/A5017254433,2013,1,23,1,25
https://openalex.org/A5017254433,2014,4,41,4,44
https://openalex.org/A5017254433,2015,2,51,2,52
https://openalex.org/A5017254433,2016,2,52,2,53
https://openalex.org/A5017254433,2017,8,56,8,58
https://openalex.org/A5017254433,2018,1,50,1,53
https://openalex.org/A5017254433,2019,1,86,1,91
https://openalex.org/A5017254433,2020,1,64,1,71
https://openalex.org/A5017254433,2021,2,110,2,116
https://openalex.org/A5017254433,2022,1,109,1,121
https://openalex.org/A5017254433,2023,2,111,2,121
https://openalex.org/A5017266275,2012,10,271,11,357
https://openalex.org/A5017266275,2013,9,316,9,452
https://openalex.org/A5017266275,2014,16,423,17,654
https://openalex.org/A5017266275,2015,4,576,5,935
https://openalex.org/A5017266275,2016,13,632,13,1234
https://openalex.org/A5017266275,2017,10,692,10,1310
https://openalex.org/A5017266275,2018,11,900,12,1701
https://openalex.org/A5017266275,2019,14,968,14,2018
https://openalex.org/A5017266275,2020,9,1211,9,2454
https://openalex.org/A5017266275,2021,13,1423,13,2830
https://openalex.org/A5017266275,2022,13,1771,13,3630
https://openalex.org/A5017266275,2023,14,1584,14,3183
https://openalex.org/A5017328551,2012,3,59,4,64
https://openalex.org/A5017328551,2013,4,50,4,50
https://openalex.org/A5017328551,2014,3,53,3,58
https://openalex.org/A5017328551,2015,1,51,1,56
https://openalex.org/A5017328551,2016,1,30,1,30
https://openalex.org/A5017328551,2018,2,43,2,43
https://openalex.org/A5017359417,2017,5,5,5,7
https://openalex.org/A5017359417,2018,7,29,7,42
https://openalex.org/A5017359417,2019,5,102,5,167
https://openalex.org/A5017359417,2020,10,136,10,217
https://openalex.org/A5017359417,2021,12,218,12,399
https://openalex.org/A5017359417,2022,32,382,32,767
https://openalex.org/A5017359417,2023,24,541,24,1051
https://openalex.org/A5017380732,2016,3,1,3,1
https://openalex.org/A5017380732,2017,4,5,4,5
https://openalex.org/A5017380732,2018,4,11,4,11
https://openalex.org/A5017380732,2019,1,13,1,13
https://openalex.org/A5017380732,2020,2,29,2,30
https://openalex.org/A5017380732,2021,8,91,8,91
https://openalex.org/A5017380732,2022,8,122,8,131
https://openalex.org/A5017380732,2023,4,161,4,172
https://openalex.org/A5017388440,2012,11,359,11,441
https://openalex.org/A5017388440,2013,12,381,15,459
https://openalex.org/A5017388440,2014,7,380,9,452
https://openalex.org/A5017388440,2015,8,389,9,481
https://openalex.org/A5017388440,2016,14,418,16,490
https://openalex.org/A5017388440,2017,16,533,16,616
https://openalex.org/A5017388440,2018,19,507,19,579
https://openalex.org/A5017388440,2019,50,599,51,660
https://openalex.org/A5017388440,2020,15,855,15,911
https://openalex.org/A5017388440,2021,42,691,42,789
https://openalex.org/A5017388440,2022,11,615,11,695
https://openalex.org/A5017388440,2023,13,597,14,716
https://openalex.org/A5017451759,2012,7,17,7,31
https://openalex.org/A5017451759,2013,4,17,6,27
https://openalex.org/A5017451759,2014,2,23,3,35
https://openalex.org/A5017451759,2015,1,16,2,22
https://openalex.org/A5017451759,2016,2,21,2,34
https://openalex.org/A5017451759,2017,9,13,10,24
https://openalex.org/A5017451759,2018,3,14,3,23
https://openalex.org/A5017451759,2019,6,17,8,20
https://openalex.org/A5017451759,2020,4,17,5,41
https://openalex.org/A5017451759,2021,6,183,7,218
https://openalex.org/A5017451759,2022,19,464,19,559
https://openalex.org/A5017451759,2023,17,552,19,827
https://openalex.org/A5017453014,2012,6,114,6,171
https://openalex.org/A5017453014,2013,4,160,4,262
https://openalex.org/A5017453014,2014,2,149,2,235
https://openalex.org/A5017453014,2015,1,134,1,268
https://openalex.org/A5017453014,2016,2,169,2,358
https://openalex.org/A5017453014,2017,3,143,3,302
https://openalex.org/A5017453014,2018,5,215,5,484
https://openalex.org/A5017453014,2019,6,228,6,594
https://openalex.org/A5017453014,2020,2,264,2,719
https://openalex.org/A5017453014,2021,8,330,8,845
https://openalex.org/A5017453014,2022,1,224,1,619
https://openalex.org/A5017453014,2023,1,234,1,632
https://openalex.org/A5017680598,2012,13,733,15,927
https://openalex.org/A5017680598,2013,9,748,11,947
https://openalex.org/A5017680598,2014,11,772,11,993
https://openalex.org/A5017680598,2015,2,761,2,1000
https://openalex.org/A5017680598,2016,12,743,12,938
https://openalex.org/A5017680598,2017,4,722,4,948
https://openalex.org/A5017680598,2018,3,777,3,1019
https://openalex.org/A5017680598,2019,1,712,1,923
https://openalex.org/A5017680598,2020,1,741,1,949
https://openalex.org/A5017680598,2022,2,815,2,1013
https://openalex.org/A5017680598,2023,2,708,2,885
https://openalex.org/A5017784582,2012,2,56,2,56
https://openalex.org/A5017784582,2014,1,57,1,57
https://openalex.org/A5017784582,2015,2,43,2,43
https://openalex.org/A5017784582,2016,1,44,1,44
https://openalex.org/A5017784582,2019,9,49,9,49
https://openalex.org/A5017784582,2020,1,41,1,41
https://openalex.org/A5017820188,2012,9,45,9,51
https://openalex.org/A5017820188,2013,13,58,13,80
https://openalex.org/A5017820188,2014,3,74,3,83
https://openalex.org/A5017820188,2015,8,67,8,88
https://openalex.org/A5017820188,2016,5,82,5,124
https://openalex.org/A5017820188,2017,4,69,4,82
https://openalex.org/A5017820188,2018,9,71,9,86
https://openalex.org/A5017820188,2019,3,110,3,129
https://openalex.org/A5017820188,2020,11,134,11,171
https://openalex.org/A5017820188,2021,18,129,18,161
https://openalex.org/A5017820188,2022,6,148,6,186
https://openalex.org/A5017820188,2023,9,178,9,230
https://openalex.org/A5018029462,2012,3,98,3,98
https://openalex.org/A5018029462,2013,1,119,1,119
https://openalex.org/A5018029462,2014,1,92,1,94
https://openalex.org/A5018029462,2015,1,105,1,105
https://openalex.org/A5018029462,2016,2,104,2,106
https://openalex.org/A5018029462,2017,4,73,4,73
https://openalex.org/A5018029462,2018,2,72,2,72
https://openalex.org/A5018029462,2019,5,72,5,72
https://openalex.org/A5018029462,2020,5,74,5,74
https://openalex.org/A5018029462,2021,5,83,5,83
https://openalex.org/A5018029462,2022,10,103,10,103
https://openalex.org/A5018029462,2023,8,93,8,93
https://openalex.org/A5018116884,2012,12,72,14,108
https://openalex.org/A5018116884,2013,20,126,20,154
https://openalex.org/A5018116884,2014,26,160,27,183
https://openalex.org/A5018116884,2015,11,182,11,218
https://openalex.org/A5018116884,2016,20,253,20,290
https://openalex.org/A5018116884,2017,18,272,19,314
https://openalex.org/A5018116884,2018,25,337,25,401
https://openalex.org/A5018116884,2019,29,391,29,458
https://openalex.org/A5018116884,2020,34,612,34,718
https://openalex.org/A5018116884,2021,31,694,31,781
https://openalex.org/A5018116884,2022,36,681,36,792
https://openalex.org/A5018116884,2023,32,734,33,811
https://openalex.org/A5018144564,2012,2,1,2,1
https://openalex.org/A5018144564,2015,10,3,10,3
https://openalex.org/A5018144564,2016,5,1,5,1
https://openalex.org/A5018144564,2017,5,1,5,1
https://openalex.org/A5018144564,2018,5,1,5,1
https://openalex.org/A5018144564,2020,1,3,1,3
https://openalex.org/A5018144564,2022,6,2,6,3
https://openalex.org/A5018144564,2023,4,1,4,2
https://openalex.org/A5018145087,2012,13,366,13,480
https://openalex.org/A5018145087,2013,10,625,10,940
https://openalex.org/A5018145087,2014,5,404,5,522
https://openalex.org/A5018145087,2015,10,391,10,516
https://openalex.org/A5018145087,2016,16,459,16,636
https://openalex.org/A5018145087,2017,7,425,7,555
https://openalex.org/A5018145087,2018,7,543,7,763
https://openalex.org/A5018145087,2019,6,518,6,717
https://openalex.org/A5018145087,2020,9,570,10,777
https://openalex.org/A5018145087,2021,8,638,8,880
https://openalex.org/A5018145087,2022,12,581,12,855
https://openalex.org/A5018145087,2023,5,595,5,882
https://openalex.org/A5018285074,2014,3,1,3,2
https://openalex.org/A5018285074,2016,6,21,6,27
https://openalex.org/A5018285074,2017,6,44,6,52
https://openalex.org/A5018285074,2018,4,40,4,50
https://openalex.org/A5018285074,2019,4,72,4,82
https://openalex.org/A5018285074,2020,2,105,2,119
https://openalex.org/A5018285074,2021,1,111,1,123
https://openalex.org/A5018285074,2022,1,106,1,119
https://openalex.org/A5018285074,2023,27,64,27,67
https://openalex.org/A5018420083,2012,3,430,3,543
https://openalex.org/A5018420083,2013,19,391,19,495
https://openalex.org/A5018420083,2014,16,468,16,594
https://openalex.org/A5018420083,2015,19,420,19,505
https://openalex.org/A5018420083,2016,9,508,9,608
https://openalex.org/A5018420083,2017,7,533,7,643
https://openalex.org/A5018420083,2018,4,534,4,661
https://openalex.org/A5018420083,2019,7,541,7,656
https://openalex.org/A5018420083,2020,12,666,12,823
https://openalex.org/A5018420083,2021,7,643,7,811
https://openalex.org/A5018420083,2022,8,571,8,692
https://openalex.org/A5018420083,2023,4,506,4,645
https://openalex.org/A5018440284,2012,158,190,159,300
https://openalex.org/A5018440284,2013,12,262,12,384
https://openalex.org/A5018440284,2014,25,331,28,546
https://openalex.org/A5018440284,2015,17,334,18,539
https://openalex.org/A5018440284,2016,21,388,21,563
https://openalex.org/A5018440284,2017,16,405,17,575
https://openalex.org/A5018440284,2018,12,462,12,666
https://openalex.org/A5018440284,2019,17,525,17,785
https://openalex.org/A5018440284,2020,12,666,13,1005
https://openalex.org/A5018440284,2021,20,671,20,1072
https://openalex.org/A5018440284,2022,12,740,12,1193
https://openalex.org/A5018440284,2023,15,714,15,1242
https://openalex.org/A5018469772,2012,2,278,2,294
https://openalex.org/A5018469772,2013,2,287,2,312
https://openalex.org/A5018469772,2014,10,274,10,292
https://openalex.org/A5018469772,2015,6,269,6,285
https://openalex.org/A5018469772,2016,11,239,11,247
https://openalex.org/A5018469772,2017,2,213,2,227
https://openalex.org/A5018469772,2018,5,205,5,221
https://openalex.org/A5018469772,2019,2,204,2,218
https://openalex.org/A5018469772,2020,1,223,1,236
https://openalex.org/A5018469772,2022,2,176,2,185
https://openalex.org/A5018469772,2023,4,184,4,191
https://openalex.org/A5018472151,2012,9,124,10,128
https://openalex.org/A5018472151,2013,16,146,17,146
https://openalex.org/A5018472151,2014,12,155,12,156
https://openalex.org/A5018472151,2015,12,120,13,122
https://openalex.org/A5018472151,2016,4,106,4,105
https://openalex.org/A5018472151,2017,8,118,8,118
https://openalex.org/A5018472151,2018,13,122,13,126
https://openalex.org/A5018472151,2019,18,132,18,135
https://openalex.org/A5018472151,2020,18,161,18,163
https://openalex.org/A5018472151,2021,8,209,8,211
https://openalex.org/A5018472151,2022,13,216,13,216
https://openalex.org/A5018472151,2023,9,223,9,225
https://openalex.org/A5018511252,2012,1,13,1,13
https://openalex.org/A5018511252,2013,1,25,1,28
https://openalex.org/A5018511252,2014,8,38,8,45
https://openalex.org/A5018511252,2015,8,33,8,41
https://openalex.org/A5018511252,2016,7,39,7,46
https://openalex.org/A5018511252,2017,16,86,16,102
https://openalex.org/A5018511252,2018,15,110,15,131
https://openalex.org/A5018511252,2019,14,158,15,166
https://openalex.org/A5018511252,2020,15,218,15,307
https://openalex.org/A5018511252,2021,13,383,12,746
https://openalex.org/A5018511252,2022,13,342,13,551
https://openalex.org/A5018511252,2023,14,335,14,584
https://openalex.org/A5018730140,2012,9,129,9,138
https://openalex.org/A5018730140,2013,3,132,3,140
https://openalex.org/A5018730140,2014,8,158,10,161
https://openalex.org/A5018730140,2015,10,168,10,181
https://openalex.org/A5018730140,2016,5,127,5,130
https://openalex.org/A5018730140,2017,1,135,1,139
https://openalex.org/A5018730140,2018,7,188,7,189
https://openalex.org/A5018730140,2019,5,115,5,121
https://openalex.org/A5018730140,2020,8,215,8,227
https://openalex.org/A5018730140,2021,8,141,8,149
https://openalex.org/A5018730140,2022,3,164,4,172
https://openalex.org/A5018730140,2023,2,130,2,137
https://openalex.org/A5018742350,2012,3,71,3,75
https://openalex.org/A5018742350,2013,9,90,9,97
https://openalex.org/A5018742350,2014,6,106,6,113
https://openalex.org/A5018742350,2015,9,94,9,99
https://openalex.org/A5018742350,2016,5,124,5,126
https://openalex.org/A5018742350,2017,7,111,7,117
https://openalex.org/A5018742350,2018,5,124,5,133
https://openalex.org/A5018742350,2019,10,135,10,146
https://openalex.org/A5018742350,2020,10,126,10,134
https://openalex.org/A5018742350,2021,9,135,10,147
https://openalex.org/A5018742350,2022,4,72,4,77
https://openalex.org/A5018742350,2023,7,117,7,123
https://openalex.org/A5018791020,2013,1,32,1,36
https://openalex.org/A5018791020,2014,10,30,10,30
https://openalex.org/A5018791020,2015,5,25,5,26
https://openalex.org/A5018791020,2016,9,32,11,32
https://openalex.org/A5018791020,2017,7,25,9,29
https://openalex.org/A5018791020,2018,2,38,2,46
https://openalex.org/A5018791020,2019,8,50,8,57
https://openalex.org/A5018791020,2020,3,33,3,38
https://openalex.org/A5018791020,2021,7,42,8,47
https://openalex.org/A5018791020,2022,5,41,5,46
https://openalex.org/A5018791020,2023,2,65,2,77
https://openalex.org/A5018808916,2012,8,319,8,643
https://openalex.org/A5018808916,2013,20,365,20,695
https://openalex.org/A5018808916,2014,16,439,16,874
https://openalex.org/A5018808916,2015,19,480,19,932
https://openalex.org/A5018808916,2016,21,546,21,991
https://openalex.org/A5018808916,2017,17,533,17,995
https://openalex.org/A5018808916,2018,11,475,11,859
https://openalex.org/A5018808916,2019,20,619,20,1130
https://openalex.org/A5018808916,2020,19,695,19,1223
https://openalex.org/A5018808916,2021,22,826,23,1388
https://openalex.org/A5018808916,2022,26,839,27,1329
https://openalex.org/A5018808916,2023,22,790,23,1243
https://openalex.org/A5018866235,2012,2,120,2,169
https://openalex.org/A5018866235,2013,4,115,7,168
https://openalex.org/A5018866235,2014,4,149,5,235
https://openalex.org/A5018866235,2015,4,169,4,270
https://openalex.org/A5018866235,2016,2,143,2,227
https://openalex.org/A5018866235,2017,5,154,5,249
https://openalex.org/A5018866235,2018,13,202,13,311
https://openalex.org/A5018866235,2019,9,248,9,427
https://openalex.org/A5018866235,2020,14,269,14,459
https://openalex.org/A5018866235,2021,19,438,19,809
https://openalex.org/A5018866235,2022,19,543,19,1067
https://openalex.org/A5018866235,2023,17,680,17,1369
https://openalex.org/A5018872189,2012,3,1,3,1
https://openalex.org/A5018872189,2016,6,2,6,2
https://openalex.org/A5018872189,2018,2,6,2,7
https://openalex.org/A5018872189,2019,4,16,4,16
https://openalex.org/A5018872189,2020,7,23,7,27
https://openalex.org/A5018950435,2012,16,699,20,857
https://openalex.org/A5018950435,2013,13,741,13,911
https://openalex.org/A5018950435,2014,24,790,24,949
https://openalex.org/A5018950435,2015,21,733,21,899
https://openalex.org/A5018950435,2016,12,905,12,1091
https://openalex.org/A5018950435,2017,18,1034,18,1195
https://openalex.org/A5018950435,2018,22,1179,22,1357
https://openalex.org/A5018950435,2019,15,1224,15,1414
https://openalex.org/A5018950435,2020,7,1466,7,1674
