id,works_count,cited_by_count
https://openalex.org/A5039276914,3,9
https://openalex.org/A5020657936,2,9
https://openalex.org/A5022645281,2,2
https://openalex.org/A5033622552,2,0
https://openalex.org/A5038949732,1281,43740
https://openalex.org/A5054596281,956,38371
https://openalex.org/A5064403166,652,19913
https://openalex.org/A5063079579,543,29344
https://openalex.org/A5082008211,440,23946
https://openalex.org/A5075272167,406,4155
https://openalex.org/A5047264655,378,6710
https://openalex.org/A5061206863,338,13282
https://openalex.org/A5060028090,318,8795
https://openalex.org/A5052916600,303,8115
https://openalex.org/A5016587314,226,6195
https://openalex.org/A5035909713,224,5167
https://openalex.org/A5039093303,223,7409
https://openalex.org/A5066740344,216,12324
https://openalex.org/A5055435149,206,1659
https://openalex.org/A5057933248,191,4699
https://openalex.org/A5050541115,167,10865
https://openalex.org/A5017683959,165,2936
https://openalex.org/A5004456613,163,340
https://openalex.org/A5002497143,162,2613
https://openalex.org/A5004041474,161,2392
https://openalex.org/A5032095241,160,1613
https://openalex.org/A5042963641,151,1174
https://openalex.org/A5025799552,139,125
https://openalex.org/A5088721608,131,2710
https://openalex.org/A5028409326,130,611
https://openalex.org/A5012384272,120,5610
https://openalex.org/A5066995443,116,1476
https://openalex.org/A5010715632,115,5773
https://openalex.org/A5025215465,115,1175
https://openalex.org/A5011631853,98,360
https://openalex.org/A5091177682,86,1972
https://openalex.org/A5079236818,83,238
https://openalex.org/A5060473781,75,1484
https://openalex.org/A5032955063,70,543
https://openalex.org/A5037977217,61,221
https://openalex.org/A5054803417,61,362
https://openalex.org/A5090414565,55,525
https://openalex.org/A5007692209,37,42
https://openalex.org/A5009623688,22,445
https://openalex.org/A5073619330,21,2
https://openalex.org/A5002697116,20,1121
https://openalex.org/A5083965384,15,4
https://openalex.org/A5006677956,13,182
https://openalex.org/A5029115752,12,25
https://openalex.org/A5040592906,12,191
https://openalex.org/A5052767434,9,390
https://openalex.org/A5065089843,4,0
https://openalex.org/A5025742105,1,1
https://openalex.org/A5068079028,1,347
https://openalex.org/A5089158758,1299,85237
https://openalex.org/A5069734813,509,7160
https://openalex.org/A5022848706,504,27416
https://openalex.org/A5086729098,424,25422
https://openalex.org/A5072790675,402,23275
https://openalex.org/A5004631615,390,45862
https://openalex.org/A5053105927,373,11289
https://openalex.org/A5074173223,329,4627
https://openalex.org/A5002897147,321,12791
https://openalex.org/A5075947127,311,12432
https://openalex.org/A5006886273,310,9951
https://openalex.org/A5074363261,297,19108
https://openalex.org/A5001616422,284,7853
https://openalex.org/A5089354839,259,6287
https://openalex.org/A5063711116,242,481
https://openalex.org/A5010220990,238,3223
https://openalex.org/A5090967458,238,2393
https://openalex.org/A5075799068,224,5086
https://openalex.org/A5086423899,216,5957
https://openalex.org/A5004330525,210,780
https://openalex.org/A5039654436,178,2337
https://openalex.org/A5032572394,173,903
https://openalex.org/A5039412904,170,3361
https://openalex.org/A5048706964,168,7096
https://openalex.org/A5011376836,146,3041
https://openalex.org/A5056270646,138,4126
https://openalex.org/A5046983260,113,515
https://openalex.org/A5009024812,111,5519
https://openalex.org/A5005033114,107,5567
https://openalex.org/A5066977976,107,2025
https://openalex.org/A5085244673,105,1574
https://openalex.org/A5048943107,100,10499
https://openalex.org/A5017619151,95,1511
https://openalex.org/A5019297969,95,214
https://openalex.org/A5014256494,77,4457
https://openalex.org/A5075081636,77,1334
https://openalex.org/A5016461311,67,421
https://openalex.org/A5074078927,61,95
https://openalex.org/A5031217939,36,17
https://openalex.org/A5026117338,14,49
https://openalex.org/A5050824890,13,881
https://openalex.org/A5057126118,11,11
https://openalex.org/A5054449525,10,43
https://openalex.org/A5061099391,7,100
https://openalex.org/A5012129747,6,4
https://openalex.org/A5078631655,5,172
https://openalex.org/A5072479900,3,1
https://openalex.org/A5053550904,2,38
https://openalex.org/A5083508439,2,65
https://openalex.org/A5068954972,1,0
https://openalex.org/A5027955775,1169,87539
https://openalex.org/A5072837175,675,22688
https://openalex.org/A5007274377,470,11608
https://openalex.org/A5046707267,469,9372
https://openalex.org/A5015444349,418,8947
https://openalex.org/A5014638829,416,11282
https://openalex.org/A5054995024,413,33458
https://openalex.org/A5048398531,386,11746
https://openalex.org/A5043830254,346,2725
https://openalex.org/A5052299049,344,24803
https://openalex.org/A5006247686,339,16517
https://openalex.org/A5053996737,334,22742
https://openalex.org/A5040714564,323,15515
https://openalex.org/A5015066672,306,4399
https://openalex.org/A5025558104,285,7813
https://openalex.org/A5009609107,274,28286
https://openalex.org/A5047818086,266,8652
https://openalex.org/A5067254199,239,5033
https://openalex.org/A5077845853,229,8473
https://openalex.org/A5033676105,228,8052
https://openalex.org/A5060908850,226,6700
https://openalex.org/A5090930450,223,7650
https://openalex.org/A5019598572,206,6692
https://openalex.org/A5071779818,203,11923
https://openalex.org/A5037747325,185,7612
https://openalex.org/A5081788574,180,6090
https://openalex.org/A5037442570,174,1694
https://openalex.org/A5063566322,171,8266
https://openalex.org/A5012691736,147,4194
https://openalex.org/A5077664248,147,7415
https://openalex.org/A5083205967,144,5754
https://openalex.org/A5052535839,122,4227
https://openalex.org/A5060475981,119,4664
https://openalex.org/A5075076378,102,54
https://openalex.org/A5083596733,101,727
https://openalex.org/A5080842077,98,1017
https://openalex.org/A5070466589,43,630
https://openalex.org/A5052416969,41,1151
https://openalex.org/A5057075655,40,1779
https://openalex.org/A5054065148,31,280
https://openalex.org/A5046949626,28,477
https://openalex.org/A5012580131,26,7582
https://openalex.org/A5058986517,25,218
https://openalex.org/A5037242693,24,191
https://openalex.org/A5068341167,23,204
https://openalex.org/A5078736796,18,381
https://openalex.org/A5040712365,11,105
https://openalex.org/A5031827643,3,3
https://openalex.org/A5056360632,3,3
https://openalex.org/A5040966009,1,0
https://openalex.org/A5036752858,931,73707
https://openalex.org/A5020390186,722,20310
https://openalex.org/A5015051666,616,21968
https://openalex.org/A5003792811,581,22193
https://openalex.org/A5000396669,577,34979
https://openalex.org/A5048756835,540,25125
https://openalex.org/A5062519984,510,28702
https://openalex.org/A5072084304,492,37443
https://openalex.org/A5086926273,480,22021
https://openalex.org/A5038465935,455,8441
https://openalex.org/A5049656883,443,18637
https://openalex.org/A5052550074,430,30057
https://openalex.org/A5012664216,392,21177
https://openalex.org/A5072624796,389,17641
https://openalex.org/A5070554692,366,5958
https://openalex.org/A5086826772,350,18094
https://openalex.org/A5054754505,316,11226
https://openalex.org/A5065164200,297,10176
https://openalex.org/A5037691698,271,5158
https://openalex.org/A5009844840,253,8273
https://openalex.org/A5082157943,215,7458
https://openalex.org/A5020643667,204,4845
https://openalex.org/A5060221232,133,1926
https://openalex.org/A5006556355,119,6523
https://openalex.org/A5079400587,115,1307
https://openalex.org/A5055900024,106,3541
https://openalex.org/A5057952498,89,3251
https://openalex.org/A5035230084,83,3329
https://openalex.org/A5085176656,75,1397
https://openalex.org/A5025807075,56,888
https://openalex.org/A5042125640,54,814
https://openalex.org/A5090101674,51,601
https://openalex.org/A5022341279,50,641
https://openalex.org/A5077790770,48,668
https://openalex.org/A5017026310,39,400
https://openalex.org/A5015266484,35,512
https://openalex.org/A5018011091,35,161
https://openalex.org/A5057949567,31,1172
https://openalex.org/A5070345463,29,243
https://openalex.org/A5025775769,26,386
https://openalex.org/A5085326922,24,560
https://openalex.org/A5085513342,18,710
https://openalex.org/A5039455897,15,533
https://openalex.org/A5032065142,13,86
https://openalex.org/A5001424870,9,42
https://openalex.org/A5010176017,7,273
https://openalex.org/A5001071578,4,2
https://openalex.org/A5016763211,2,37
https://openalex.org/A5080800540,2,24
https://openalex.org/A5065232037,1,0
https://openalex.org/A5055183685,1311,114096
https://openalex.org/A5065568884,761,20372
https://openalex.org/A5083885093,655,28492
https://openalex.org/A5021568119,651,16596
https://openalex.org/A5052016436,627,61435
https://openalex.org/A5010364628,568,30723
https://openalex.org/A5021474188,422,7796
https://openalex.org/A5029768836,414,16139
https://openalex.org/A5003017256,400,14600
https://openalex.org/A5050757013,397,11736
https://openalex.org/A5067140003,350,4089
https://openalex.org/A5035367232,327,2244
https://openalex.org/A5006743025,313,10301
https://openalex.org/A5025258723,302,10787
https://openalex.org/A5087340678,286,10782
https://openalex.org/A5062180220,263,18877
https://openalex.org/A5009912854,246,15517
https://openalex.org/A5004468255,238,9266
https://openalex.org/A5024975687,231,7269
https://openalex.org/A5079381575,225,4974
https://openalex.org/A5066954360,187,3762
https://openalex.org/A5064234554,184,1297
https://openalex.org/A5003633916,183,1821
https://openalex.org/A5038920997,165,3412
https://openalex.org/A5007115365,162,3930
https://openalex.org/A5021624037,159,11713
https://openalex.org/A5050407772,150,8523
https://openalex.org/A5040881706,149,3668
https://openalex.org/A5070439681,145,4642
https://openalex.org/A5065363291,134,3725
https://openalex.org/A5032682153,132,4030
https://openalex.org/A5013324967,128,2837
https://openalex.org/A5042045875,122,1344
https://openalex.org/A5036906436,110,3193
https://openalex.org/A5050851791,109,48
https://openalex.org/A5037697782,94,2388
https://openalex.org/A5033868045,87,269
https://openalex.org/A5089064250,85,1026
https://openalex.org/A5066992297,83,179
https://openalex.org/A5039723502,82,1168
https://openalex.org/A5061093319,76,892
https://openalex.org/A5060332889,57,483
https://openalex.org/A5017992098,34,3801
https://openalex.org/A5065204469,23,307
https://openalex.org/A5021330929,22,200
https://openalex.org/A5084523311,7,153
https://openalex.org/A5083426925,5,0
https://openalex.org/A5018478863,3,20
https://openalex.org/A5027984242,2,0
https://openalex.org/A5023276638,1,22
https://openalex.org/A5091435927,997,59811
https://openalex.org/A5035355889,599,57812
https://openalex.org/A5011469296,561,31403
https://openalex.org/A5053049764,490,27607
https://openalex.org/A5019516009,471,9792
https://openalex.org/A5016894868,456,23017
https://openalex.org/A5043958212,417,8143
https://openalex.org/A5031562992,412,5427
https://openalex.org/A5066704276,324,95098
https://openalex.org/A5077042002,264,3698
https://openalex.org/A5078575135,259,2402
https://openalex.org/A5051300914,244,6239
https://openalex.org/A5045083936,220,5727
https://openalex.org/A5004779487,212,115
https://openalex.org/A5048008843,208,20828
https://openalex.org/A5082492592,185,8465
https://openalex.org/A5005101923,160,213
https://openalex.org/A5015126598,148,1607
https://openalex.org/A5031146837,146,2
https://openalex.org/A5036215374,143,1600
https://openalex.org/A5091420808,141,4314
https://openalex.org/A5026952956,136,3683
https://openalex.org/A5025916989,135,3307
https://openalex.org/A5062753815,135,853
https://openalex.org/A5048688067,134,829
https://openalex.org/A5000221933,130,1194
https://openalex.org/A5011817938,127,521
https://openalex.org/A5069451287,115,1636
https://openalex.org/A5032431613,105,1269
https://openalex.org/A5023456941,104,860
https://openalex.org/A5023616810,103,3564
https://openalex.org/A5045888723,103,218
https://openalex.org/A5020787251,101,2343
https://openalex.org/A5059864652,100,1644
https://openalex.org/A5030291999,94,232
https://openalex.org/A5014942257,84,2044
https://openalex.org/A5002038535,83,3405
https://openalex.org/A5085995356,82,1024
https://openalex.org/A5029345329,81,2458
https://openalex.org/A5075836030,69,272
https://openalex.org/A5012936194,45,71
https://openalex.org/A5050842175,43,3141
https://openalex.org/A5077890638,43,338
https://openalex.org/A5012161401,42,4
https://openalex.org/A5019773870,28,47
https://openalex.org/A5013386847,20,6
https://openalex.org/A5082321825,14,1
https://openalex.org/A5044464707,9,37
https://openalex.org/A5020814235,1,0
https://openalex.org/A5091151055,665,24753
https://openalex.org/A5035591491,443,10070
https://openalex.org/A5027741500,436,11762
https://openalex.org/A5077905871,418,10569
https://openalex.org/A5001096115,317,3384
https://openalex.org/A5087850511,271,5677
https://openalex.org/A5069946237,265,4359
https://openalex.org/A5053712171,252,15165
https://openalex.org/A5070880474,250,3978
https://openalex.org/A5084778347,249,7804
https://openalex.org/A5058910027,242,3078
https://openalex.org/A5067990066,234,25604
https://openalex.org/A5025350377,228,9848
https://openalex.org/A5055990297,224,8622
https://openalex.org/A5010268706,219,8542
https://openalex.org/A5048398907,214,12467
https://openalex.org/A5057571547,211,5395
https://openalex.org/A5075994135,181,822
https://openalex.org/A5016107952,176,8333
https://openalex.org/A5067893047,170,8036
https://openalex.org/A5050203094,167,2308
https://openalex.org/A5085814990,164,1207
https://openalex.org/A5035354134,158,3250
https://openalex.org/A5071223950,154,7658
https://openalex.org/A5063365715,148,746
https://openalex.org/A5082101447,148,4791
https://openalex.org/A5030331897,144,749
https://openalex.org/A5002871919,142,1256
https://openalex.org/A5014708448,142,4924
https://openalex.org/A5070016118,136,4093
https://openalex.org/A5027875478,124,605
https://openalex.org/A5074444381,114,1873
https://openalex.org/A5064239596,113,1011
https://openalex.org/A5077296823,111,6907
https://openalex.org/A5074506453,110,1574
https://openalex.org/A5001739140,100,1113
https://openalex.org/A5011358714,100,1896
https://openalex.org/A5013898265,100,2133
https://openalex.org/A5024975289,95,3879
https://openalex.org/A5024847865,92,2235
https://openalex.org/A5018215331,85,864
https://openalex.org/A5056574404,75,4740
https://openalex.org/A5090743642,61,1010
https://openalex.org/A5009596135,51,7
https://openalex.org/A5000385765,46,529
https://openalex.org/A5071754241,20,405
https://openalex.org/A5071765275,15,47
https://openalex.org/A5019062834,9,241
https://openalex.org/A5075167436,1,3
https://openalex.org/A5093320134,1,0
https://openalex.org/A5034309539,3718,25919
https://openalex.org/A5024074640,434,5857
https://openalex.org/A5034587660,385,3436
https://openalex.org/A5022137808,342,6959
https://openalex.org/A5017164499,337,14068
https://openalex.org/A5079703664,327,7580
https://openalex.org/A5086052987,327,10151
https://openalex.org/A5026760188,325,5244
https://openalex.org/A5010537554,304,18194
https://openalex.org/A5002685455,297,6246
https://openalex.org/A5038125326,292,1644
https://openalex.org/A5009969443,244,8089
https://openalex.org/A5081367804,225,9728
https://openalex.org/A5019341464,221,2687
https://openalex.org/A5069563754,196,2315
https://openalex.org/A5085593728,195,1781
https://openalex.org/A5008872493,191,4822
https://openalex.org/A5058712643,190,4465
https://openalex.org/A5057999596,186,3382
https://openalex.org/A5028085432,185,4193
https://openalex.org/A5010206685,178,7141
https://openalex.org/A5089163837,177,7661
https://openalex.org/A5057897150,175,6480
https://openalex.org/A5067100175,174,5405
https://openalex.org/A5061212733,162,5918
https://openalex.org/A5061911871,160,5421
https://openalex.org/A5087365309,155,1596
https://openalex.org/A5029793565,140,2371
https://openalex.org/A5090402551,140,3102
https://openalex.org/A5014774611,136,906
https://openalex.org/A5008905096,130,1352
https://openalex.org/A5011956001,128,2013
https://openalex.org/A5088330531,126,832
https://openalex.org/A5037473018,120,1747
https://openalex.org/A5089686817,114,996
https://openalex.org/A5017305529,113,57
https://openalex.org/A5077887486,106,525
https://openalex.org/A5019597509,102,3968
https://openalex.org/A5062520765,101,170
https://openalex.org/A5012688824,86,1293
https://openalex.org/A5078661846,84,7311
https://openalex.org/A5011995770,75,906
https://openalex.org/A5009281545,65,411
https://openalex.org/A5051284323,65,1576
https://openalex.org/A5032988766,54,924
https://openalex.org/A5072310489,49,2141
https://openalex.org/A5006339468,47,631
https://openalex.org/A5079179524,26,27
https://openalex.org/A5082942248,25,256
https://openalex.org/A5076749062,2,1
https://openalex.org/A5064378373,1468,116759
https://openalex.org/A5076585111,972,6973
https://openalex.org/A5035504682,893,96823
https://openalex.org/A5012501139,771,28901
https://openalex.org/A5066560929,605,26895
https://openalex.org/A5077403448,531,17108
https://openalex.org/A5048297907,515,28523
https://openalex.org/A5008766623,499,32565
https://openalex.org/A5019984978,480,34599
https://openalex.org/A5017043157,399,18437
https://openalex.org/A5008322371,391,771
https://openalex.org/A5064487616,356,10093
https://openalex.org/A5002367526,335,14562
https://openalex.org/A5022943210,294,8511
https://openalex.org/A5072107327,292,10267
https://openalex.org/A5020819692,283,1797
https://openalex.org/A5069603301,228,8995
https://openalex.org/A5016425494,220,6527
https://openalex.org/A5087169555,212,6136
https://openalex.org/A5003007673,209,13457
https://openalex.org/A5051610674,208,5878
https://openalex.org/A5030637451,195,6450
https://openalex.org/A5086882002,180,4733
https://openalex.org/A5018974626,165,6084
https://openalex.org/A5040358774,161,860
https://openalex.org/A5091061937,152,620
https://openalex.org/A5027062918,151,4040
https://openalex.org/A5006689267,147,6553
https://openalex.org/A5017804193,141,8499
https://openalex.org/A5062421869,137,2361
https://openalex.org/A5048010099,135,4821
https://openalex.org/A5080080592,130,5286
https://openalex.org/A5026650455,118,2942
https://openalex.org/A5028280149,103,883
https://openalex.org/A5075155973,103,664
https://openalex.org/A5057747297,99,3524
https://openalex.org/A5011346433,93,9067
https://openalex.org/A5059631450,73,6021
https://openalex.org/A5077429279,71,1730
https://openalex.org/A5076391296,66,109
https://openalex.org/A5051627365,56,1362
https://openalex.org/A5061676513,51,4846
https://openalex.org/A5027050614,47,11
https://openalex.org/A5057286262,40,115
https://openalex.org/A5010509915,27,276
https://openalex.org/A5090214892,26,304
https://openalex.org/A5068158223,18,118
https://openalex.org/A5041188955,14,93
https://openalex.org/A5087772924,4,295
https://openalex.org/A5072736652,886,60141
https://openalex.org/A5016972944,771,35597
https://openalex.org/A5066785680,618,58879
https://openalex.org/A5059638236,544,15445
https://openalex.org/A5032202701,540,37820
https://openalex.org/A5031718124,490,9892
https://openalex.org/A5016645705,423,22735
https://openalex.org/A5033922663,419,65661
https://openalex.org/A5034342692,419,2599
https://openalex.org/A5004434511,364,16090
https://openalex.org/A5044386973,328,19095
https://openalex.org/A5019104236,306,3745
https://openalex.org/A5012976107,278,11692
https://openalex.org/A5080689021,245,5012
https://openalex.org/A5058545014,241,10459
https://openalex.org/A5044060263,237,12773
https://openalex.org/A5059305245,232,27117
https://openalex.org/A5017523423,219,3835
https://openalex.org/A5044702187,214,151
https://openalex.org/A5067262316,205,1293
https://openalex.org/A5038085370,191,23149
https://openalex.org/A5086491948,177,5154
https://openalex.org/A5024665613,174,5161
https://openalex.org/A5083869439,167,27
https://openalex.org/A5002680091,164,3760
https://openalex.org/A5080607179,160,73
https://openalex.org/A5069517929,159,838
https://openalex.org/A5035397566,150,3559
https://openalex.org/A5053442733,146,4
https://openalex.org/A5025636723,112,861
https://openalex.org/A5041363275,108,121
https://openalex.org/A5056044560,87,857
https://openalex.org/A5065702579,84,786
https://openalex.org/A5084587772,74,502
https://openalex.org/A5051159361,72,942
https://openalex.org/A5056117791,69,368
https://openalex.org/A5000265945,67,379
https://openalex.org/A5033963739,64,1695
https://openalex.org/A5000530515,61,81
https://openalex.org/A5031366007,59,5555
https://openalex.org/A5055529572,56,901
https://openalex.org/A5023194759,45,817
https://openalex.org/A5014472962,43,466
https://openalex.org/A5007045587,21,228
https://openalex.org/A5025726467,12,78
https://openalex.org/A5070883383,5,89
https://openalex.org/A5074081403,4,939
https://openalex.org/A5089815780,3,0
https://openalex.org/A5006102072,1,0
https://openalex.org/A5035945818,698,20520
https://openalex.org/A5030054670,669,37802
https://openalex.org/A5018440284,446,6996
https://openalex.org/A5087521245,365,6410
https://openalex.org/A5080182359,351,20490
https://openalex.org/A5078000926,335,2520
https://openalex.org/A5024618024,284,14612
https://openalex.org/A5027258945,283,3427
https://openalex.org/A5077321008,283,3320
https://openalex.org/A5055945038,271,4343
https://openalex.org/A5084043525,259,6745
https://openalex.org/A5080407285,258,12348
https://openalex.org/A5054894304,255,5403
https://openalex.org/A5059528168,238,3555
https://openalex.org/A5070570826,232,5076
https://openalex.org/A5012840467,226,3577
https://openalex.org/A5037694810,226,15214
https://openalex.org/A5074571402,216,8040
https://openalex.org/A5003322306,207,5159
https://openalex.org/A5020745646,200,4070
https://openalex.org/A5055883408,188,2965
https://openalex.org/A5016495310,177,2578
https://openalex.org/A5010272673,175,8572
https://openalex.org/A5088010334,164,3239
https://openalex.org/A5071124716,155,2465
https://openalex.org/A5042540338,151,4587
https://openalex.org/A5027896204,149,1597
https://openalex.org/A5016289984,146,1695
https://openalex.org/A5004363523,130,2564
https://openalex.org/A5020387300,129,2078
https://openalex.org/A5029024647,129,2862
https://openalex.org/A5085234785,116,4860
https://openalex.org/A5024344969,113,1921
https://openalex.org/A5023651869,107,6065
https://openalex.org/A5048662891,107,2379
https://openalex.org/A5068296853,98,2016
https://openalex.org/A5015225088,97,290
https://openalex.org/A5068268057,74,2250
https://openalex.org/A5091748812,71,561
https://openalex.org/A5063866838,48,685
https://openalex.org/A5091263026,45,24
https://openalex.org/A5005840032,38,240
https://openalex.org/A5073313291,38,912
https://openalex.org/A5091251167,28,87
https://openalex.org/A5024684074,15,3
https://openalex.org/A5082492711,14,491
https://openalex.org/A5080236463,13,18
https://openalex.org/A5053499089,1,0
https://openalex.org/A5067180774,852,26719
https://openalex.org/A5033537614,543,41983
https://openalex.org/A5089106956,534,14437
https://openalex.org/A5018723402,440,10568
https://openalex.org/A5032131186,420,16207
https://openalex.org/A5070069839,404,12894
https://openalex.org/A5005487497,403,15290
https://openalex.org/A5019221575,379,13203
https://openalex.org/A5013152941,327,6045
https://openalex.org/A5029966007,267,3384
https://openalex.org/A5077723901,261,21239
https://openalex.org/A5024764549,259,3472
https://openalex.org/A5047685910,258,11657
https://openalex.org/A5001247088,211,27607
https://openalex.org/A5069174277,206,4346
https://openalex.org/A5030553243,201,2524
https://openalex.org/A5048306955,188,2754
https://openalex.org/A5002297531,175,5441
https://openalex.org/A5062201991,166,3544
https://openalex.org/A5031370877,155,931
https://openalex.org/A5011765104,140,2236
https://openalex.org/A5074517037,133,3349
https://openalex.org/A5052002178,123,6618
https://openalex.org/A5087986403,123,2237
https://openalex.org/A5030623365,122,6314
https://openalex.org/A5029965584,121,10339
https://openalex.org/A5026921356,115,2102
https://openalex.org/A5072096663,114,2290
https://openalex.org/A5086699307,103,5547
https://openalex.org/A5048968461,99,5
https://openalex.org/A5081085170,91,124
https://openalex.org/A5076859150,90,446
https://openalex.org/A5007009938,88,439
https://openalex.org/A5014133913,84,3803
https://openalex.org/A5018791020,84,535
https://openalex.org/A5078539774,84,118
https://openalex.org/A5026899337,83,350
https://openalex.org/A5064700858,74,199
https://openalex.org/A5081860600,73,2024
https://openalex.org/A5027594761,67,110
https://openalex.org/A5062689695,62,64
https://openalex.org/A5050297481,58,119
https://openalex.org/A5008761529,49,381
https://openalex.org/A5042761876,42,1155
https://openalex.org/A5029144687,41,5
https://openalex.org/A5028147432,31,409
https://openalex.org/A5078420456,17,475
https://openalex.org/A5088326861,10,113
https://openalex.org/A5006388002,3,1
https://openalex.org/A5052336847,610,8612
https://openalex.org/A5001534857,589,25551
https://openalex.org/A5031930566,484,29172
https://openalex.org/A5068756115,472,30551
https://openalex.org/A5013384569,429,16333
https://openalex.org/A5026290532,405,4086
https://openalex.org/A5004041242,400,12113
https://openalex.org/A5078648107,384,41178
https://openalex.org/A5013428765,375,14649
https://openalex.org/A5069155982,287,8042
https://openalex.org/A5035234231,281,8679
https://openalex.org/A5052039079,258,3292
https://openalex.org/A5070681025,229,5182
https://openalex.org/A5075819544,227,8784
https://openalex.org/A5003388550,222,4565
https://openalex.org/A5063915966,222,4832
https://openalex.org/A5090087994,212,1491
https://openalex.org/A5033349957,199,1860
https://openalex.org/A5062083271,199,87
https://openalex.org/A5026337596,192,6271
https://openalex.org/A5050335741,168,2472
https://openalex.org/A5002690933,159,4580
https://openalex.org/A5037728404,156,6078
https://openalex.org/A5016892288,152,1350
https://openalex.org/A5014642705,138,8227
https://openalex.org/A5048558235,132,2406
https://openalex.org/A5070565077,127,2050
https://openalex.org/A5052175307,123,3839
https://openalex.org/A5036445478,119,5163
https://openalex.org/A5084564105,99,82
https://openalex.org/A5067565662,98,545
https://openalex.org/A5055901551,86,534
https://openalex.org/A5069460804,78,179
https://openalex.org/A5005535594,55,646
https://openalex.org/A5064125913,55,1060
https://openalex.org/A5001844600,50,37
https://openalex.org/A5028875419,48,198
https://openalex.org/A5055816361,47,202
https://openalex.org/A5076263378,46,59
https://openalex.org/A5019127285,44,955
https://openalex.org/A5011917159,42,603
https://openalex.org/A5071674413,36,685
https://openalex.org/A5001642519,32,2833
https://openalex.org/A5071592008,31,24
https://openalex.org/A5080527901,30,146
https://openalex.org/A5002428834,28,6367
https://openalex.org/A5009792077,24,1077
https://openalex.org/A5081657616,11,48
https://openalex.org/A5076893946,3,3
https://openalex.org/A5005451442,1091,80352
https://openalex.org/A5043737347,757,18862
https://openalex.org/A5049120391,548,218
https://openalex.org/A5018565033,408,18578
https://openalex.org/A5049558715,367,34383
https://openalex.org/A5027096828,357,15155
https://openalex.org/A5065971022,315,16959
https://openalex.org/A5076628732,315,6856
https://openalex.org/A5033523088,254,6455
https://openalex.org/A5070552780,239,12333
https://openalex.org/A5059883802,234,14240
https://openalex.org/A5070997624,218,10390
https://openalex.org/A5030372852,201,2812
https://openalex.org/A5007647662,194,6917
https://openalex.org/A5074526787,175,1661
https://openalex.org/A5044696444,173,2080
https://openalex.org/A5029542014,168,2964
https://openalex.org/A5065147779,168,6859
https://openalex.org/A5038484604,162,781
https://openalex.org/A5031869815,153,1490
https://openalex.org/A5020028106,145,9963
https://openalex.org/A5078391502,140,1447
https://openalex.org/A5013180706,127,7110
https://openalex.org/A5076904716,127,596
https://openalex.org/A5072076876,123,1818
https://openalex.org/A5038054573,122,2037
https://openalex.org/A5021831102,121,8689
https://openalex.org/A5051450487,121,899
https://openalex.org/A5021593275,117,1345
https://openalex.org/A5039093210,105,458
https://openalex.org/A5016608842,98,2674
https://openalex.org/A5027681252,97,528
https://openalex.org/A5072820526,97,1956
https://openalex.org/A5026220232,75,1530
https://openalex.org/A5028766163,72,106
https://openalex.org/A5085404990,71,370
https://openalex.org/A5037699853,69,746
https://openalex.org/A5053392146,62,4608
https://openalex.org/A5025211569,59,1912
https://openalex.org/A5010962019,54,2783
https://openalex.org/A5047466454,47,890
https://openalex.org/A5075629917,35,1022
https://openalex.org/A5072779959,34,960
https://openalex.org/A5035337868,30,73
https://openalex.org/A5053222941,27,305
https://openalex.org/A5075328092,25,44
https://openalex.org/A5059169122,6,1
https://openalex.org/A5023727517,3,92
https://openalex.org/A5032436839,1,30
https://openalex.org/A5042982766,701,50509
https://openalex.org/A5055120115,559,16966
https://openalex.org/A5081557648,538,46220
https://openalex.org/A5069037858,454,7567
https://openalex.org/A5006164202,426,10363
https://openalex.org/A5062095380,426,43087
https://openalex.org/A5063231545,408,24749
https://openalex.org/A5024313662,366,84647
https://openalex.org/A5016023161,359,16570
https://openalex.org/A5060259737,331,4840
https://openalex.org/A5028342693,324,26709
https://openalex.org/A5003945663,314,4626
https://openalex.org/A5044623291,307,14304
https://openalex.org/A5058356091,305,25337
https://openalex.org/A5024087229,300,14084
https://openalex.org/A5020310383,253,5540
https://openalex.org/A5007454863,237,3909
https://openalex.org/A5056722190,232,2616
https://openalex.org/A5022504067,226,5352
https://openalex.org/A5053437341,223,4034
https://openalex.org/A5005819439,218,2545
https://openalex.org/A5046807098,209,1889
https://openalex.org/A5091052284,204,10140
https://openalex.org/A5008592796,196,93
https://openalex.org/A5090361090,196,3222
https://openalex.org/A5074132674,195,5965
https://openalex.org/A5088111350,191,4149
https://openalex.org/A5048318178,187,8623
https://openalex.org/A5014444096,181,5747
https://openalex.org/A5052859570,179,1424
https://openalex.org/A5007225359,177,122
https://openalex.org/A5009191786,167,1965
https://openalex.org/A5006817454,153,2810
https://openalex.org/A5022235682,138,3451
https://openalex.org/A5003221009,111,3929
https://openalex.org/A5073842213,105,2889
https://openalex.org/A5073784731,95,1945
https://openalex.org/A5014810269,94,1747
https://openalex.org/A5081866078,92,5360
https://openalex.org/A5059171727,87,1737
https://openalex.org/A5036770161,83,1107
https://openalex.org/A5079275312,60,628
https://openalex.org/A5090430674,34,498
https://openalex.org/A5082352647,29,198
https://openalex.org/A5056005095,20,474
https://openalex.org/A5045436556,17,299
https://openalex.org/A5091555290,12,62
https://openalex.org/A5019101341,7,48
https://openalex.org/A5010574314,5,42
https://openalex.org/A5061092088,3,10
https://openalex.org/A5024309954,631,34410
https://openalex.org/A5038962814,448,14799
